URL,Name,Price,Rating,Seller,Description
https://www.newegg.com/istarusa-d-410b10sa-blue/p/N82E16811165155,iStarUSA D-410B10SA-BLUE Blue Zinc-Coated Steel 4U Rackmount Server Case,397.99,2.8,Newegg,"10 Hot-Swap Drive Bays 
 2 120mm Fans"
https://www.newegg.com/creative-t40-ii-wired-2-0/p/N82E16836116044,"Creative GigaWorks T40 Series II 2.0 Multimedia Speaker System with BasXPort Technology, Black",110.11,4.3,Deal Targets,"Refer the user manual below for troubleshooting
 BasXPort technology enhances the low frequency response without the bulkiness of a subwoofer. Convenient front access to volume, bass, treble and input jacks.
 Connects to your computer, MP3 player, LCD TV or other stereo audio sources.
 Comes with a power-saving feature that puts the speaker on standby when audio is not detected, and wakes it up automatically when audio is played.
 Connector Type : Line-In, AUX-in"
https://www.newegg.com/p/1B4-00CB-001Y4,QNAP PS PWR-PSU-770W-DT01 700W power supply unit single module Delta,25.99,,BTE Outlet,AT
https://www.newegg.com/p/1YF-000T-004J3,"Noctua NF-A14 PWM chromax.Black.swap, Premium Quiet Fan, 4-Pin (140mm, Black)",35.19,4.9,ZerKorr Power,"Premium quiet fan, 140x140x25mm, 12V, 4-pin PWM, max. 1500 RPM, max. 24.6 dB(A), >150,000 h MTTF Award-winning NF-A14 design has received more than 100 recommendations from international hardware websites and magazines Square frame with excellent airflow and pressure performance: ideal for use on water cooling radiators or as a case fan 4-pin PWM version for automatic speed control via 4-pin PWM fan headers, 1500rpm maximum speed chromax.black.swap edition with attractive all-black design and swappable red, black, white, blue, yellow and green anti-vibration pads for colour-customising"
https://www.newegg.com/logitech-g715-clicky-switches-gx-blue-920-010656-clicky-mechanical-keyboard/p/N82E16823126702,"Logitech G715 Wireless Mechanical Gaming Keyboard with LIGHTSYNC RGB Lighting, Lightspeed, Clicky Switches (GX Blue), and Keyboard Palm Rest, PC and Mac Compatible, White Mist",199.99,,Newegg,"Cloud-soft Comfort: Float away with G715’s dreamy white design and comfy, cloud-shaped palm rest
 Play On: Play freely with rechargeable 25 gaming-hour battery life (with full lighting), Logitech LIGHTSPEED wireless, and Bluetooth connectivity
 Power of LIGHTSPEED: Play your best with ultra-responsive LIGHTSPEED wireless; save a USB port and dual sync this wireless mechanical keyboard with your G705 wireless gaming mouse
 Lovely Lighting: Logitech LIGHTSYNC RGB with preloaded Play Mood animations, the Aurora Collection signature lighting; customize your RGB gaming keyboard’s lighting on G HUB
 Make It Yours: Complete your custom mechanical keyboard’s look with keycaps and top plates in multiple colorways, including Pink Dawn and Green Flash; sold separately
 From The Aurora Collection: Gaming gear plays best together, G715 Logitech keyboard, G735 headset, G705 mouse share the same inclusive design and dreamy aesthetic; gaming accessories sold separately"
https://www.newegg.com/p/N82E16838996017,"Ambir PS667-AS 48-bit Internal Color, Outputs 24-bit True Color, 8-bit Grayscale & 1-bit B&W Contact Image Sensor (CMOS CIS) Simplex Up to 600 dpi A6 ID Card Scanner with AmbirScan",195.76,,NothingButSavings,"48-bit internal color, outputs 24-bit true color, 8-bit grayscale & 1-bit B&W Contact Image Sensor (CMOS CIS) 600 dpi 3 seconds per single-sided card in grayscale mode at 300 dpi"
https://www.newegg.com/black-startech-15-ft-others/p/N82E16812200707,StarTech.com N6PATCH15BK 15 ft. Cat 6 Black Snagless Cat6 UTP Patch Cable - ETL Verified,390.99,4.6,NothingButSavings,"15ft Black CAT6 Ethernet cable w/ 100% copper Multi Gigabit 1/2.5/5Gbps and 10Gbps up to 160ft|Fluke patch cord tested to comply w/ ANSI/TIA-568-2.D Category 6
 24 AWG stranded copper conductors|Up to 100W for PoE applications|IEEE 802.3bt and DTE power compliance|Built w/ ETL and UL verified wire (E132276-A)|650Mhz Rated|ANSI/TIA-568-B wiring|15 foot
 50-micron gold-plated RJ45 connectors stop rust/corrosion
 Snagless UTP network cable is easily pulled through wiring conduits"
https://www.newegg.com/logitech-z207-wired-with-bluetooth-wireless/p/N82E16836121235,Logitech Z207 2.0 Multi Device Stereo Speaker (Black),53.99,4.3,NothingButSavings,"Versatile setup with speakers that connect easily to computers and other devices via Bluetooth wireless or 3.5mm cable
 Logitech Easy-Switch technology lets you seamlessly switch between audio devices Just by pausing the Audio on one device and pressing play on the other
 Each speaker has one active/powered driver that delivers full range Audio and ONE passive radiator that provides bass extension.
 On-speaker headphone jack Plus convenient controls for easy access to Bluetooth wireless pairing, power and Volume adjustments
 Works with Bluetooth enabled devices and any device with a 3.5mm input including a computer, television, smartphone, tablet and music player"
https://www.newegg.com/ambir-docketport-687-dp687-duplex-id-card/p/N82E16838996021,"Ambir DocketPort 687 DP687 48-bit internal color, outputs 24-bit true color, 8-bit grayscale & 1-bit B&W CMOS CIS (Contact Image Sensor) Duplex 600 dpi Optical Scanners - Specialized",309.99,,Newegg,"48-bit internal color, outputs 24-bit true color, 8-bit grayscale & 1-bit B&W CMOS CIS (Contact Image Sensor) 
 600 dpi Optical 
 3 seconds per single-sided card in grayscale mode at 300 dpi"
https://www.newegg.com/dymo-labelwriter-450-twin-turbo-1752266/p/N82E16828111084,DYMO LabelWriter 450 Twin Turbo Dual Roll Label and Postage Printer for PC and Mac (1752266),233.33,,BTE Outlet,"Thermal 71 labels per minute 300 x 600 dpi USB Interface Includes Software, USB Cable Includes AC Power Adapter and Cable"
https://www.newegg.com/prolimatech-pro-pk1-1-5g/p/N82E16835242038,Prolimatech PRO-PK1-1.5G Thermal Compound,4.99,4.8,Prolimatech,Excellent long-term stability Non-electronically conductive Non-corrosive Easy to apply and less to use Low dry-out
https://www.newegg.com/gigabyte-mz01-ce0-amd-epyc-7000-series-processor-family-single-processor-14nm-up-to-32-core-64-thr/p/N82E16813145136,GIGABYTE MZ01-CE0 Motherboard - AMD EPYC™ 7003/7002 - ATX UP,549.00,,Newegg,"Single AMD EPYC™ 7003/7002 Series Processors
 8-Channel DDR4 RDIMM/LRDIMM, 8 x DIMMs
 2 x 10Gb/s LAN ports via Intel® X550-AT2
 2 x 1Gb/s LAN ports via Intel® I210-AT
 4 x SlimSAS with 16 x SATA 6Gb/s ports
 1 x M.2 slot with PCIe Gen3 x4 interface
 5 x PCIe Gen3 x16 and x8 expansion slots"
https://www.newegg.com/corsair-rmx-series-rm850e-850-w-cybenetics-gold/p/N82E16817139336,CORSAIR RMx Series RM850e 850 W ATX (ATX 3.1 Compatible) Cybenetics Gold Full Modular Power Supply,129.99,3.9,Newegg,"ATX (ATX 3.1 Compatible) 
 Full Modular 
 Cybenetics Gold 
 100 - 240 V 47 - 63 Hz"
https://www.newegg.com/highpoint-ru1444c-pci-express/p/N82E16816115336,HighPoint RU1444C PCIe 3.0 x16 USB 3.2 20Gb/s Host Controller,132.88,,LiteVis,"4x to Dedicated USB-Type C 3.2 20Gb/s Ports 4x to Dedicated USB-Type C 3.2 20Gb/s Ports
 Dedicated PCIe 3.0 x16 Host Interface Dedicated PCIe 3.0 x16 Host Interface
 True Alternative to Thunderbolt 3 Connectivity True Alternative to Thunderbolt 3 Connectivity
 Ideal for professional-grade, High-Speed Data Acquisition & Transfer Applications Ideal for professional-grade, High-Speed Data Acquisition & Transfer Applications
 4 USB-Type C ports support any industry-standard USB device or peripheral 4 USB-Type C ports support any industry-standard USB device or peripheral
 2500 MB/s of transfer bandwidth per USB port 2500 MB/s of transfer bandwidth per USB port
 Driverless Installation: Native xHCI Support Driverless Installation: Native xHCI Support"
https://www.newegg.com/ambir-docketport-468-dp468-simplex/p/N82E16838996022,Ambir DocketPort 468 DP468 48bit Contact image sensor (CMOS CIS) Simplex 600 dpi Sheetfed Scanner,138.99,,Newegg,"48bit Contact image sensor (CMOS CIS) 
 600 dpi 
 (Card) 3 seconds per card in grayscale mode at 300 dpi (8.50"" x 11.00"" page) 11 seconds per single-sided page in black and white mode at 200 dpi"
https://www.newegg.com/p/2AN-00G8-00001,BTI UPS Battery Pack APCRBC152SLA152,632.93,,NothingButSavings,Manufacturer: Battery Technology Inc. Manufacturer Part Number: APCRBC152SLA152 UPC: 886734890809
https://www.newegg.com/asus-model-hyper-m-2-x16-card/p/2HK-0012-00527,ASUS Hyper M.2 x16 PCIe 3.0 x4 Expansion Card V2 Supports 4 x NVMe M.2 (2242/2260/2280/22110) Up to 128 Gbps for Intel VROC and AMD Ryzen Threadripper NVMe RAID,55.99,4.3,Newegg,"Intel VROC ready and NVMe RAID support on AMD Ryzen Threadripper
 New two-phase power solution with up to 14W output
 Supports four additional NVMe M.2 drives using Intel VROC for transfer speeds up to 128 Gbps
 PCI Express 3.0 x16 interface, compatible with PCI Express x8 and x16 slots
 Stylish heatsink and integrated blower style fan prevent M.2 throttling"
https://www.newegg.com/black-creative-pebble-wired/p/0S6-004H-00065,Creative Pebble V2 USB-Powered Desktop Speakers with Far-Field Drivers and Passive Radiators for Pcs and Laptops (Black),24.99,4.5,Newegg,"Single USB cable for computers and laptops | enjoy a hassle-free Audio experience with a single USB cable without the need for a power adapter
 Far-field drivers and passive radiators | custom-tuned far-field driver solution with rear facing passive radiators for excellent audio and enhanced bass reproduction
 45° elevated drivers | for enhanced audio projection and an immersive personal listening experience
 Modern and stylish aesthetics | perfect for any modern homes, offices and workspaces.
 Easy access volume control | Conveniently placed Front-facing controls for instant adjustments
 Frequency Response 100 Hz (Hertz) ~ 17 kHz (kiloHertz)"
https://www.newegg.com/msi-mag-mt201d-mount-matte-black/p/N82E16824960027,"MSI MAG MT201D - Premium Heavy Duty Dual Monitor Stand Arms, 17-45"" Support, VESA Compatible, Adjustable Spring Assisted Mount, 44 lbs per Screen Capacity, Clamp & Grommet, Quick Release Plate - Black",2099.90,4.4,Newegg,"Unleash Maximum Efficiency with the MSI MAG MT201D Premium Heavy Duty Dual Monitor Stand.
 Maximize your workspace potential with our heavy-duty dual monitor stand arms.
 Engineered to accommodate monitors ranging from 17 to 45 inches, each arm supports up to 44 lbs, providing sturdy and adaptable positioning. 
 Featuring VESA compatibility and an adjustable spring mount, setup is seamless with both clamp and grommet options included. 
 Plus, rest easy knowing your investment is protected by our comprehensive 3-year coverage. 
 Elevate your workstation with the sleek black aesthetics of the MSI MAG MT201D."
